,ku
1338,7.8381298828125
1339,7.84575927734375
1340,7.853388671875
1341,7.86101806640625
1342,7.8686474609375
1343,7.87627685546875
1344,7.88390625
1345,7.89153564453125
1346,7.8991650390625
1347,7.90679443359375
1348,7.914423828125
1349,7.92205322265625
1350,7.9296826171875
1351,7.93731201171875
1352,7.94494140625
1353,7.95257080078125
1354,7.9602001953125
1355,7.96782958984375
1356,7.975458984375
1357,7.98308837890625
1358,7.9907177734375
1359,7.99834716796875
1360,8.005976562499999
1361,8.013605957031249
1362,8.021235351562499
1363,8.028864746093749
1364,8.036494140624999
1365,8.044123535156249
1366,8.051752929687499
1367,8.059382324218749
1368,8.067011718749999
1369,8.074641113281249
1370,8.082270507812499
1371,8.089899902343749
1372,8.097529296874999
1373,8.105158691406249
1374,8.112788085937499
1375,8.120417480468749
1376,8.128046874999999
1377,8.135676269531249
1378,8.143305664062499
1379,8.150935058593749
1380,8.158564453124999
1381,8.166193847656249
1382,8.173823242187499
1383,8.181452636718749
1384,8.189082031249999
1385,8.196711425781249
1386,8.204340820312499
1387,8.211970214843749
1388,8.219599609374999
1389,8.227229003906249
1390,8.234858398437499
1391,8.242487792968749
1392,8.250117187499999
1393,8.257746582031249
1394,8.265375976562499
1395,8.273005371093749
1396,8.280634765624999
1397,8.288264160156249
1398,8.295893554687499
1399,8.303522949218749
1400,8.311152343749999
1401,8.318781738281249
1402,8.326411132812499
1403,8.334040527343749
1404,8.341669921874999
1405,8.349299316406249
1406,8.356928710937499
1407,8.364558105468749
1408,8.372187499999999
1409,8.379816894531249
1410,8.387446289062499
1411,8.395075683593749
1412,8.402705078124999
1413,8.410334472656249
1414,8.417963867187499
1415,8.425593261718749
1416,8.433222656249999
1417,8.440852050781249
1418,8.448481445312499
1419,8.456110839843749
1420,8.463740234374999
1421,8.471369628906249
1422,8.478999023437499
1423,8.486628417968749
1424,8.494257812499999
1425,8.501887207031249
1426,8.509516601562499
1427,8.517145996093749
1428,8.524775390624999
1429,8.532404785156249
1430,8.540034179687499
1431,8.547663574218749
1432,8.555292968749999
1433,8.562922363281249
1434,8.570551757812499
1435,8.578181152343749
1436,8.585810546874999
1437,8.593439941406249
1438,8.601069335937499
1439,8.608698730468749
1440,8.616328124999999
1441,8.623957519531249
1442,8.631586914062499
1443,8.639216308593749
1444,8.646845703124999
1445,8.654475097656249
1446,8.662104492187499
1447,8.669733886718749
1448,8.677363281249999
1449,8.684992675781249
1450,8.692622070312499
1451,8.700251464843749
1452,8.707880859374999
1453,8.715510253906249
1454,8.723139648437499
1455,8.730769042968749
1456,8.738398437499999
1457,8.746027832031249
1458,8.753657226562499
1459,8.761286621093749
1460,8.768916015624999
1461,8.776545410156249
1462,8.784174804687499
1463,8.791804199218749
1464,8.799433593749999
1465,8.807062988281249
1466,8.814692382812499
1467,8.822321777343749
1468,8.829951171874999
1469,8.837580566406249
1470,8.845209960937499
1471,8.852839355468749
1472,8.860468749999999
1473,8.868098144531249
1474,8.875727539062499
1475,8.883356933593749
1476,8.890986328124999
1477,8.898615722656249
1478,8.906245117187499
1479,8.913874511718749
1480,8.921503906249999
1481,8.929133300781249
1482,8.936762695312499
1483,8.944392089843749
1484,8.952021484374999
1485,8.959650878906249
1486,8.967280273437499
1487,8.974909667968749
1488,8.982539062499999
1489,8.990168457031249
1490,8.997797851562499
1491,9.005427246093749
1492,9.013056640624999
1493,9.020686035156249
1494,9.028315429687499
1495,9.035944824218749
1496,9.043574218749999
1497,9.051203613281249
1498,9.058833007812499
1499,9.066462402343749
1500,9.074091796874999
1501,9.081721191406249
1502,9.089350585937499
1503,9.096979980468749
1504,9.104609374999999
1505,9.112238769531249
1506,9.119868164062499
1507,9.127497558593749
1508,9.135126953124999
1509,9.142756347656249
1510,9.150385742187499
1511,9.158015136718749
1512,9.165644531249999
1513,9.173273925781249
1514,9.180903320312499
1515,9.188532714843749
1516,9.196162109374999
1517,9.203791503906249
1518,9.211420898437499
1519,9.219050292968749
1520,9.226679687499999
1521,9.234309082031249
1522,9.241938476562499
1523,9.249567871093749
1524,9.257197265624999
1525,9.264826660156249
1526,9.272456054687499
1527,9.280085449218749
1528,9.287714843749999
1529,9.295344238281249
1530,9.302973632812499
1531,9.310603027343749
1532,9.318232421874999
1533,9.325861816406249
1534,9.333491210937499
1535,9.341120605468749
1536,9.348749999999999
1537,9.356379394531249
1538,9.364008789062499
1539,9.371638183593749
1540,9.379267578124999
1541,9.386896972656249
1542,9.394526367187499
1543,9.402155761718749
1544,9.409785156249999
1545,9.417414550781249
1546,9.425043945312499
1547,9.432673339843749
1548,9.440302734374999
1549,9.447932128906249
1550,9.455561523437499
1551,9.463190917968749
1552,9.470820312499999
1553,9.478449707031249
1554,9.486079101562499
1555,9.493708496093749
1556,9.501337890624999
1557,9.508967285156249
1558,9.516596679687499
1559,9.524226074218749
1560,9.531855468749999
1561,9.539484863281249
1562,9.547114257812499
1563,9.554743652343749
1564,9.562373046874999
1565,9.570002441406249
1566,9.577631835937499
1567,9.585261230468749
1568,9.592890624999999
1569,9.600520019531249
1570,9.608149414062499
1571,9.615778808593749
1572,9.623408203124999
1573,9.631037597656249
1574,9.638666992187499
1575,9.646296386718749
1576,9.653925781249999
1577,9.661555175781249
1578,9.669184570312499
1579,9.676813964843749
1580,9.684443359374999
1581,9.692072753906249
1582,9.699702148437499
1583,9.707331542968749
1584,9.714960937499999
1585,9.722590332031249
1586,9.730219726562499
1587,9.737849121093749
1588,9.745478515624999
1589,9.753107910156249
1590,9.760737304687499
1591,9.768366699218749
1592,9.775996093749999
1593,9.783625488281249
1594,9.791254882812499
1595,9.798884277343749
1596,9.806513671874999
1597,9.814143066406249
1598,9.821772460937499
1599,9.829401855468749
1600,9.837031249999999
1601,9.844660644531249
1602,9.852290039062499
1603,9.859919433593749
1604,9.867548828124999
1605,9.875178222656249
1606,9.882807617187499
1607,9.890437011718749
1608,9.898066406249999
1609,9.905695800781249
1610,9.913325195312499
1611,9.920954589843749
1612,9.928583984374999
1613,9.936213378906249
1614,9.943842773437499
1615,9.951472167968749
1616,9.959101562499999
1617,9.966730957031249
1618,9.974360351562499
1619,9.981989746093749
1620,9.989619140624999
1621,9.997248535156249
1622,10.004877929687499
1623,10.012507324218749
1624,10.020136718749999
1625,10.027766113281249
1626,10.035395507812499
1627,10.043024902343749
1628,10.050654296874999
1629,10.058283691406249
1630,10.065913085937499
1631,10.073542480468749
1632,10.081171874999999
1633,10.088801269531249
1634,10.096430664062499
1635,10.104060058593749
1636,10.111689453124999
1637,10.119318847656249
1638,10.126948242187499
1639,10.134577636718749
1640,10.142207031249999
1641,10.149836425781249
1642,10.157465820312499
1643,10.165095214843749
1644,10.172724609374999
1645,10.180354003906249
1646,10.187983398437499
1647,10.195612792968749
1648,10.203242187499999
1649,10.210871582031249
1650,10.218500976562499
1651,10.226130371093749
1652,10.233759765624999
1653,10.241389160156249
1654,10.249018554687499
1655,10.256647949218749
1656,10.264277343749999
1657,10.271906738281249
1658,10.279536132812499
1659,10.287165527343749
1660,10.294794921874999
1661,10.302424316406249
1662,10.310053710937499
1663,10.317683105468749
1664,10.325312499999999
1665,10.332941894531249
1666,10.340571289062499
1667,10.348200683593749
1668,10.355830078124999
1669,10.363459472656249
1670,10.371088867187499
1671,10.378718261718749
1672,10.386347656249999
1673,10.393977050781249
1674,10.401606445312499
1675,10.409235839843749
1676,10.416865234374999
1677,10.424494628906249
1678,10.432124023437499
1679,10.439753417968749
1680,10.447382812499999
1681,10.455012207031249
1682,10.462641601562499
1683,10.470270996093749
1684,10.477900390624999
1685,10.485529785156249
1686,10.493159179687499
1687,10.500788574218749
1688,10.508417968749999
1689,10.516047363281249
1690,10.523676757812499
1691,10.531306152343749
1692,10.538935546874999
1693,10.546564941406249
1694,10.554194335937499
1695,10.561823730468749
1696,10.569453124999999
1697,10.577082519531249
1698,10.584711914062499
1699,10.592341308593749
1700,10.599970703124999
1701,10.607600097656249
1702,10.615229492187499
1703,10.622858886718749
1704,10.630488281249999
1705,10.638117675781249
1706,10.645747070312499
1707,10.653376464843749
1708,10.661005859374999
1709,10.668635253906249
1710,10.676264648437499
1711,10.683894042968749
1712,10.691523437499999
1713,10.699152832031249
1714,10.706782226562499
1715,10.714411621093749
1716,10.722041015624999
1717,10.729670410156249
1718,10.737299804687499
1719,10.744929199218749
1720,10.752558593749999
1721,10.760187988281249
1722,10.767817382812499
1723,10.775446777343749
1724,10.783076171874999
1725,10.790705566406249
1726,10.798334960937499
1727,10.805964355468749
1728,10.813593749999999
1729,10.821223144531249
1730,10.828852539062499
1731,10.836481933593749
1732,10.844111328124999
1733,10.851740722656249
1734,10.859370117187499
1735,10.866999511718749
1736,10.874628906249999
1737,10.882258300781249
1738,10.889887695312499
1739,10.897517089843749
1740,10.905146484374999
1741,10.912775878906249
1742,10.920405273437499
1743,10.928034667968749
1744,10.935664062499999
1745,10.943293457031249
1746,10.950922851562499
1747,10.958552246093749
1748,10.966181640624999
1749,10.973811035156249
1750,10.981440429687499
1751,10.989069824218749
1752,10.996699218749999
1753,11.004328613281249
1754,11.011958007812499
1755,11.019587402343749
1756,11.027216796874999
1757,11.034846191406249
1758,11.042475585937499
1759,11.050104980468749
1760,11.057734374999999
1761,11.065363769531249
1762,11.072993164062499
1763,11.080622558593749
1764,11.088251953124999
1765,11.095881347656249
1766,11.103510742187499
1767,11.111140136718749
1768,11.118769531249999
1769,11.126398925781249
1770,11.134028320312499
1771,11.141657714843749
1772,11.149287109374999
1773,11.156916503906249
1774,11.164545898437499
1775,11.172175292968749
1776,11.179804687499999
1777,11.187434082031249
1778,11.195063476562499
1779,11.202692871093749
1780,11.210322265624999
1781,11.217951660156249
1782,11.225581054687499
1783,11.233210449218749
1784,11.240839843749999
1785,11.248469238281249
1786,11.256098632812499
1787,11.263728027343749
1788,11.271357421874999
1789,11.278986816406249
1790,11.286616210937499
1791,11.294245605468749
1792,11.301874999999999
1793,11.309504394531249
1794,11.317133789062499
1795,11.324763183593749
1796,11.332392578124999
1797,11.340021972656249
1798,11.347651367187499
1799,11.355280761718749
1800,11.362910156249999
1801,11.370539550781249
1802,11.378168945312499
1803,11.385798339843749
1804,11.393427734374999
1805,11.401057128906249
1806,11.408686523437499
1807,11.416315917968749
1808,11.423945312499999
1809,11.431574707031249
1810,11.439204101562499
1811,11.446833496093749
1812,11.454462890624999
1813,11.462092285156249
1814,11.469721679687499
1815,11.477351074218749
1816,11.484980468749999
1817,11.492609863281249
1818,11.500239257812499
1819,11.507868652343749
1820,11.515498046874999
1821,11.523127441406249
1822,11.530756835937499
1823,11.538386230468749
1824,11.546015624999999
1825,11.553645019531249
1826,11.561274414062499
1827,11.568903808593749
1828,11.576533203124999
1829,11.584162597656249
1830,11.591791992187499
1831,11.599421386718749
1832,11.607050781249999
1833,11.614680175781249
1834,11.622309570312499
1835,11.629938964843749
1836,11.637568359374999
1837,11.645197753906249
1838,11.652827148437499
1839,11.660456542968749
1840,11.668085937499999
1841,11.675715332031249
1842,11.683344726562499
1843,11.690974121093749
1844,11.698603515624999
1845,11.706232910156249
1846,11.713862304687499
1847,11.721491699218749
1848,11.729121093749999
1849,11.736750488281249
1850,11.744379882812499
1851,11.752009277343749
1852,11.759638671874999
1853,11.767268066406249
1854,11.774897460937499
1855,11.782526855468749
1856,11.790156249999999
1857,11.797785644531249
1858,11.805415039062499
1859,11.813044433593749
1860,11.820673828124999
1861,11.828303222656249
1862,11.835932617187499
1863,11.843562011718749
1864,11.851191406249999
1865,11.858820800781249
1866,11.866450195312499
1867,11.874079589843749
1868,11.881708984374999
1869,11.889338378906249
1870,11.896967773437499
1871,11.904597167968749
1872,11.912226562499999
1873,11.919855957031249
1874,11.927485351562499
1875,11.935114746093749
1876,11.942744140624999
1877,11.950373535156249
1878,11.958002929687499
1879,11.965632324218749
1880,11.973261718749999
1881,11.980891113281249
1882,11.988520507812499
1883,11.996149902343749
1884,12.003779296874999
1885,12.011408691406249
1886,12.019038085937499
1887,12.026667480468749
1888,12.034296874999999
1889,12.041926269531249
1890,12.049555664062499
1891,12.057185058593749
1892,12.064814453124999
1893,12.072443847656249
1894,12.080073242187499
1895,12.087702636718749
1896,12.095332031249999
1897,12.102961425781249
1898,12.110590820312499
1899,12.118220214843749
1900,12.125849609374999
1901,12.133479003906249
1902,12.141108398437499
1903,12.148737792968749
1904,12.156367187499999
1905,12.163996582031249
1906,12.171625976562499
1907,12.179255371093749
1908,12.186884765624999
1909,12.194514160156249
1910,12.202143554687499
1911,12.209772949218749
1912,12.217402343749999
1913,12.225031738281249
1914,12.232661132812499
1915,12.240290527343749
1916,12.247919921874999
1917,12.255549316406249
1918,12.263178710937499
1919,12.270808105468749
1920,12.278437499999999
1921,12.286066894531249
1922,12.293696289062499
1923,12.301325683593749
1924,12.308955078124999
1925,12.316584472656249
1926,12.324213867187499
1927,12.331843261718749
1928,12.339472656249999
1929,12.347102050781249
1930,12.354731445312499
1931,12.362360839843749
1932,12.369990234374999
1933,12.377619628906249
1934,12.385249023437499
1935,12.392878417968749
1936,12.400507812499999
1937,12.408137207031249
1938,12.415766601562499
1939,12.423395996093749
1940,12.431025390624999
1941,12.438654785156249
1942,12.446284179687499
1943,12.453913574218749
1944,12.461542968749999
1945,12.469172363281249
1946,12.476801757812499
1947,12.484431152343749
1948,12.492060546874999
1949,12.499689941406249
1950,12.507319335937499
1951,12.514948730468749
1952,12.522578124999999
1953,12.530207519531249
1954,12.537836914062499
1955,12.545466308593749
1956,12.553095703124999
1957,12.560725097656249
1958,12.568354492187499
1959,12.575983886718749
1960,12.583613281249999
1961,12.591242675781249
1962,12.598872070312499
1963,12.606501464843749
1964,12.614130859374999
1965,12.621760253906249
1966,12.629389648437499
1967,12.637019042968749
1968,12.644648437499999
1969,12.652277832031249
1970,12.659907226562499
1971,12.667536621093749
1972,12.675166015624999
1973,12.682795410156249
1974,12.690424804687499
1975,12.698054199218749
1976,12.705683593749999
1977,12.713312988281249
1978,12.720942382812499
1979,12.728571777343749
1980,12.736201171874999
1981,12.743830566406249
1982,12.751459960937499
1983,12.759089355468749
1984,12.766718749999999
1985,12.774348144531249
1986,12.781977539062499
1987,12.789606933593749
1988,12.797236328124999
1989,12.804865722656249
1990,12.812495117187499
1991,12.820124511718749
1992,12.827753906249999
1993,12.835383300781249
1994,12.843012695312499
1995,12.850642089843749
1996,12.858271484374999
1997,12.865900878906249
1998,12.873530273437499
1999,12.881159667968749
2000,12.888789062499999
2001,12.896418457031249
2002,12.904047851562499
2003,12.911677246093749
2004,12.919306640624999
2005,12.926936035156249
2006,12.934565429687499
2007,12.942194824218749
2008,12.949824218749999
2009,12.957453613281249
2010,12.965083007812499
2011,12.972712402343749
2012,12.980341796874999
2013,12.987971191406249
2014,12.995600585937499
2015,13.003229980468749
2016,13.010859374999999
2017,13.018488769531249
2018,13.026118164062499
2019,13.033747558593749
2020,13.041376953124999
2021,13.049006347656249
2022,13.056635742187499
2023,13.064265136718749
2024,13.071894531249999
2025,13.079523925781249
2026,13.087153320312499
2027,13.094782714843749
2028,13.102412109374999
2029,13.110041503906249
2030,13.117670898437499
2031,13.125300292968749
2032,13.132929687499999
2033,13.140559082031249
2034,13.148188476562499
2035,13.155817871093749
2036,13.163447265624999
2037,13.171076660156249
2038,13.178706054687499
2039,13.186335449218749
2040,13.193964843749999
2041,13.201594238281249
2042,13.209223632812499
2043,13.216853027343749
2044,13.224482421874999
2045,13.232111816406249
2046,13.239741210937499
2047,13.247370605468749
