,ku
488,1.35314453125
489,1.36077392578125
490,1.3684033203125
491,1.37603271484375
492,1.383662109375
493,1.39129150390625
494,1.3989208984375
495,1.40655029296875
496,1.4141796875
497,1.42180908203125
498,1.4294384765625
499,1.43706787109375
500,1.444697265625
501,1.45232666015625
502,1.4599560546875
503,1.46758544921875
504,1.47521484375
505,1.48284423828125
506,1.4904736328125
507,1.49810302734375
508,1.505732421875
509,1.51336181640625
510,1.5209912109375
511,1.52862060546875
512,1.53625
513,1.54387939453125
514,1.5515087890625
515,1.55913818359375
516,1.566767578125
517,1.57439697265625
518,1.5820263671875
519,1.58965576171875
520,1.59728515625
521,1.60491455078125
522,1.6125439453125
523,1.62017333984375
524,1.627802734375
525,1.63543212890625
526,1.6430615234375
527,1.65069091796875
528,1.6583203125
529,1.66594970703125
530,1.6735791015625
531,1.68120849609375
532,1.688837890625
533,1.69646728515625
534,1.7040966796875
535,1.71172607421875
536,1.71935546875
537,1.72698486328125
538,1.7346142578125
539,1.74224365234375
540,1.749873046875
541,1.75750244140625
542,1.7651318359375
543,1.77276123046875
544,1.780390625
545,1.78802001953125
546,1.7956494140625
547,1.80327880859375
548,1.810908203125
549,1.81853759765625
550,1.8261669921875
551,1.83379638671875
552,1.84142578125
553,1.84905517578125
554,1.8566845703125
555,1.86431396484375
556,1.871943359375
557,1.87957275390625
558,1.8872021484375
559,1.89483154296875
560,1.9024609375
561,1.91009033203125
562,1.9177197265625
563,1.92534912109375
564,1.932978515625
565,1.94060791015625
566,1.9482373046875
567,1.95586669921875
568,1.96349609375
569,1.97112548828125
570,1.9787548828125
571,1.98638427734375
572,1.994013671875
573,2.00164306640625
574,2.0092724609375
575,2.01690185546875
576,2.02453125
577,2.03216064453125
578,2.0397900390625
579,2.04741943359375
580,2.055048828125
581,2.06267822265625
582,2.0703076171875
583,2.07793701171875
584,2.08556640625
585,2.09319580078125
586,2.1008251953125
587,2.10845458984375
588,2.116083984375
589,2.12371337890625
590,2.1313427734375
591,2.13897216796875
592,2.1466015625
593,2.15423095703125
594,2.1618603515625
595,2.16948974609375
596,2.177119140625
597,2.18474853515625
598,2.1923779296875
599,2.20000732421875
600,2.20763671875
601,2.21526611328125
602,2.2228955078125
603,2.23052490234375
604,2.238154296875
605,2.24578369140625
606,2.2534130859375
607,2.26104248046875
608,2.268671875
609,2.27630126953125
610,2.2839306640625
611,2.29156005859375
612,2.299189453125
613,2.30681884765625
614,2.3144482421875
615,2.32207763671875
616,2.32970703125
617,2.33733642578125
618,2.3449658203125
619,2.35259521484375
620,2.360224609375
621,2.36785400390625
622,2.3754833984375
623,2.38311279296875
624,2.3907421875
625,2.39837158203125
626,2.4060009765625
627,2.41363037109375
628,2.421259765625
629,2.42888916015625
630,2.4365185546875
631,2.44414794921875
632,2.45177734375
633,2.45940673828125
634,2.4670361328125
635,2.47466552734375
636,2.482294921875
637,2.48992431640625
638,2.4975537109375
639,2.50518310546875
640,2.5128125
641,2.52044189453125
642,2.5280712890625
643,2.53570068359375
644,2.543330078125
645,2.55095947265625
646,2.5585888671875
647,2.56621826171875
648,2.57384765625
649,2.58147705078125
650,2.5891064453125
651,2.59673583984375
652,2.604365234375
653,2.61199462890625
654,2.6196240234375
655,2.62725341796875
656,2.6348828125
657,2.64251220703125
658,2.6501416015625
659,2.65777099609375
660,2.665400390625
661,2.67302978515625
662,2.6806591796875
663,2.68828857421875
664,2.69591796875
665,2.70354736328125
666,2.7111767578125
667,2.71880615234375
668,2.726435546875
669,2.73406494140625
670,2.7416943359375
671,2.74932373046875
672,2.756953125
673,2.76458251953125
674,2.7722119140625
675,2.77984130859375
676,2.787470703125
677,2.79510009765625
678,2.8027294921875
679,2.81035888671875
680,2.81798828125
681,2.82561767578125
682,2.8332470703125
683,2.84087646484375
684,2.848505859375
685,2.85613525390625
686,2.8637646484375
687,2.87139404296875
688,2.8790234375
689,2.88665283203125
690,2.8942822265625
691,2.90191162109375
692,2.909541015625
693,2.91717041015625
694,2.9247998046875
695,2.93242919921875
696,2.94005859375
697,2.94768798828125
698,2.9553173828125
699,2.96294677734375
700,2.970576171875
701,2.97820556640625
702,2.9858349609375
703,2.99346435546875
704,3.00109375
705,3.00872314453125
706,3.0163525390625
707,3.02398193359375
708,3.031611328125
709,3.03924072265625
710,3.0468701171875
711,3.05449951171875
712,3.06212890625
713,3.06975830078125
714,3.0773876953125
715,3.08501708984375
716,3.092646484375
717,3.10027587890625
718,3.1079052734375
719,3.11553466796875
720,3.1231640625
721,3.13079345703125
722,3.1384228515625
723,3.14605224609375
724,3.153681640625
725,3.16131103515625
726,3.1689404296875
727,3.17656982421875
728,3.18419921875
729,3.19182861328125
730,3.1994580078125
731,3.20708740234375
732,3.214716796875
733,3.22234619140625
734,3.2299755859375
735,3.23760498046875
736,3.245234375
737,3.25286376953125
738,3.2604931640625
739,3.26812255859375
740,3.275751953125
741,3.28338134765625
742,3.2910107421875
743,3.29864013671875
744,3.30626953125
745,3.31389892578125
746,3.3215283203125
747,3.32915771484375
748,3.336787109375
749,3.34441650390625
750,3.3520458984375
751,3.35967529296875
752,3.3673046875
753,3.37493408203125
754,3.3825634765625
755,3.39019287109375
756,3.397822265625
757,3.40545166015625
758,3.4130810546875
759,3.42071044921875
760,3.42833984375
761,3.43596923828125
762,3.4435986328125
763,3.45122802734375
764,3.458857421875
765,3.46648681640625
766,3.4741162109375
767,3.48174560546875
768,3.489375
769,3.49700439453125
770,3.5046337890625
771,3.51226318359375
772,3.519892578125
773,3.52752197265625
774,3.5351513671875
775,3.54278076171875
776,3.55041015625
777,3.55803955078125
778,3.5656689453125
779,3.57329833984375
780,3.580927734375
781,3.58855712890625
782,3.5961865234375
783,3.60381591796875
784,3.6114453125
785,3.61907470703125
786,3.6267041015625
787,3.63433349609375
788,3.641962890625
789,3.64959228515625
790,3.6572216796875
791,3.66485107421875
792,3.67248046875
793,3.68010986328125
794,3.6877392578125
795,3.69536865234375
796,3.702998046875
797,3.71062744140625
798,3.7182568359375
799,3.72588623046875
800,3.733515625
801,3.74114501953125
802,3.7487744140625
803,3.75640380859375
804,3.764033203125
805,3.77166259765625
806,3.7792919921875
807,3.78692138671875
808,3.79455078125
809,3.80218017578125
810,3.8098095703125
811,3.81743896484375
812,3.825068359375
813,3.83269775390625
814,3.8403271484375
815,3.84795654296875
816,3.8555859375
817,3.86321533203125
818,3.8708447265625
819,3.87847412109375
820,3.886103515625
821,3.89373291015625
822,3.9013623046875
823,3.90899169921875
824,3.91662109375
825,3.92425048828125
826,3.9318798828125
827,3.93950927734375
828,3.947138671875
829,3.95476806640625
830,3.9623974609375
831,3.97002685546875
832,3.97765625
833,3.98528564453125
834,3.9929150390625
835,4.00054443359375
836,4.008173828125
837,4.01580322265625
838,4.0234326171875
839,4.03106201171875
840,4.03869140625
841,4.04632080078125
842,4.0539501953125
843,4.06157958984375
844,4.069208984375
845,4.07683837890625
846,4.0844677734375
847,4.09209716796875
848,4.0997265625
849,4.10735595703125
850,4.1149853515625
851,4.12261474609375
852,4.130244140625
853,4.13787353515625
854,4.1455029296875
855,4.15313232421875
856,4.16076171875
857,4.16839111328125
858,4.1760205078125
859,4.18364990234375
860,4.191279296875
861,4.19890869140625
862,4.2065380859375
863,4.21416748046875
864,4.221796875
865,4.22942626953125
866,4.2370556640625
867,4.24468505859375
868,4.252314453125
869,4.25994384765625
870,4.2675732421875
871,4.27520263671875
872,4.28283203125
873,4.29046142578125
874,4.2980908203125
875,4.30572021484375
876,4.313349609375
877,4.32097900390625
878,4.3286083984375
879,4.33623779296875
880,4.3438671875
881,4.35149658203125
882,4.3591259765625
883,4.36675537109375
884,4.374384765625
885,4.38201416015625
886,4.3896435546875
887,4.39727294921875
888,4.40490234375
889,4.41253173828125
890,4.4201611328125
891,4.42779052734375
892,4.435419921875
893,4.44304931640625
894,4.4506787109375
895,4.45830810546875
896,4.4659375
897,4.47356689453125
898,4.4811962890625
899,4.48882568359375
900,4.496455078125
901,4.50408447265625
902,4.5117138671875
903,4.51934326171875
904,4.52697265625
905,4.53460205078125
906,4.5422314453125
907,4.54986083984375
908,4.557490234375
909,4.56511962890625
910,4.5727490234375
911,4.58037841796875
912,4.5880078125
913,4.59563720703125
914,4.6032666015625
915,4.61089599609375
916,4.618525390625
917,4.62615478515625
918,4.6337841796875
919,4.64141357421875
920,4.64904296875
921,4.65667236328125
922,4.6643017578125
923,4.67193115234375
924,4.679560546875
925,4.68718994140625
926,4.6948193359375
927,4.70244873046875
928,4.710078125
929,4.71770751953125
930,4.7253369140625
931,4.73296630859375
932,4.740595703125
933,4.74822509765625
934,4.7558544921875
935,4.76348388671875
936,4.77111328125
937,4.77874267578125
938,4.7863720703125
939,4.79400146484375
940,4.801630859375
941,4.80926025390625
942,4.8168896484375
943,4.82451904296875
944,4.8321484375
945,4.83977783203125
946,4.8474072265625
947,4.85503662109375
948,4.862666015625
949,4.87029541015625
950,4.8779248046875
951,4.88555419921875
952,4.89318359375
953,4.90081298828125
954,4.9084423828125
955,4.91607177734375
956,4.923701171875
957,4.93133056640625
958,4.9389599609375
959,4.94658935546875
960,4.95421875
961,4.96184814453125
962,4.9694775390625
963,4.97710693359375
964,4.984736328125
965,4.99236572265625
966,4.9999951171875
967,5.00762451171875
968,5.01525390625
969,5.02288330078125
970,5.0305126953125
971,5.03814208984375
972,5.045771484375
973,5.05340087890625
974,5.0610302734375
975,5.06865966796875
976,5.0762890625
977,5.08391845703125
978,5.0915478515625
979,5.09917724609375
980,5.106806640625
981,5.11443603515625
982,5.1220654296875
983,5.12969482421875
984,5.13732421875
985,5.14495361328125
986,5.1525830078125
987,5.16021240234375
988,5.167841796875
989,5.17547119140625
990,5.1831005859375
991,5.19072998046875
992,5.198359375
993,5.20598876953125
994,5.2136181640625
995,5.22124755859375
996,5.228876953125
997,5.23650634765625
998,5.2441357421875
999,5.25176513671875
1000,5.25939453125
1001,5.26702392578125
1002,5.2746533203125
1003,5.28228271484375
1004,5.289912109375
1005,5.29754150390625
1006,5.3051708984375
1007,5.31280029296875
1008,5.3204296875
1009,5.32805908203125
1010,5.3356884765625
1011,5.34331787109375
1012,5.350947265625
1013,5.35857666015625
1014,5.3662060546875
1015,5.37383544921875
1016,5.38146484375
1017,5.38909423828125
1018,5.3967236328125
1019,5.40435302734375
1020,5.411982421875
1021,5.41961181640625
1022,5.4272412109375
1023,5.43487060546875
1024,5.4425
1025,5.45012939453125
1026,5.4577587890625
1027,5.46538818359375
1028,5.473017578125
1029,5.48064697265625
1030,5.4882763671875
1031,5.49590576171875
1032,5.50353515625
1033,5.51116455078125
1034,5.5187939453125
1035,5.52642333984375
1036,5.534052734375
1037,5.54168212890625
1038,5.5493115234375
1039,5.55694091796875
1040,5.5645703125
1041,5.57219970703125
1042,5.5798291015625
1043,5.58745849609375
1044,5.595087890625
1045,5.60271728515625
1046,5.6103466796875
1047,5.61797607421875
1048,5.62560546875
1049,5.63323486328125
1050,5.6408642578125
1051,5.64849365234375
1052,5.656123046875
1053,5.66375244140625
1054,5.6713818359375
1055,5.67901123046875
1056,5.686640625
1057,5.69427001953125
1058,5.7018994140625
1059,5.70952880859375
1060,5.717158203125
1061,5.72478759765625
1062,5.7324169921875
1063,5.74004638671875
1064,5.74767578125
1065,5.75530517578125
1066,5.7629345703125
1067,5.77056396484375
1068,5.778193359375
1069,5.78582275390625
1070,5.7934521484375
1071,5.80108154296875
1072,5.8087109375
1073,5.81634033203125
1074,5.8239697265625
1075,5.83159912109375
1076,5.839228515625
1077,5.84685791015625
1078,5.8544873046875
1079,5.86211669921875
1080,5.86974609375
1081,5.87737548828125
1082,5.8850048828125
1083,5.89263427734375
1084,5.900263671875
1085,5.90789306640625
1086,5.9155224609375
1087,5.92315185546875
1088,5.93078125
1089,5.93841064453125
1090,5.9460400390625
1091,5.95366943359375
1092,5.961298828125
1093,5.96892822265625
1094,5.9765576171875
1095,5.98418701171875
1096,5.99181640625
1097,5.99944580078125
1098,6.0070751953125
1099,6.01470458984375
1100,6.022333984375
1101,6.02996337890625
1102,6.0375927734375
1103,6.04522216796875
1104,6.0528515625
1105,6.06048095703125
1106,6.0681103515625
1107,6.07573974609375
1108,6.083369140625
1109,6.09099853515625
1110,6.0986279296875
1111,6.10625732421875
1112,6.11388671875
1113,6.12151611328125
1114,6.1291455078125
1115,6.13677490234375
1116,6.144404296875
1117,6.15203369140625
1118,6.1596630859375
1119,6.16729248046875
1120,6.174921875
1121,6.18255126953125
1122,6.1901806640625
1123,6.19781005859375
1124,6.205439453125
1125,6.21306884765625
1126,6.2206982421875
1127,6.22832763671875
1128,6.23595703125
1129,6.24358642578125
1130,6.2512158203125
1131,6.25884521484375
1132,6.266474609375
1133,6.27410400390625
1134,6.2817333984375
1135,6.28936279296875
1136,6.2969921875
1137,6.30462158203125
1138,6.3122509765625
1139,6.31988037109375
1140,6.327509765625
1141,6.33513916015625
1142,6.3427685546875
1143,6.35039794921875
1144,6.35802734375
1145,6.36565673828125
1146,6.3732861328125
1147,6.38091552734375
1148,6.388544921875
1149,6.39617431640625
1150,6.4038037109375
1151,6.41143310546875
1152,6.4190625
1153,6.42669189453125
1154,6.4343212890625
1155,6.44195068359375
1156,6.449580078125
1157,6.45720947265625
1158,6.4648388671875
1159,6.47246826171875
1160,6.48009765625
1161,6.48772705078125
1162,6.4953564453125
1163,6.50298583984375
1164,6.510615234375
1165,6.51824462890625
1166,6.5258740234375
1167,6.53350341796875
1168,6.5411328125
1169,6.54876220703125
1170,6.5563916015625
1171,6.56402099609375
1172,6.571650390625
1173,6.57927978515625
1174,6.5869091796875
1175,6.59453857421875
1176,6.60216796875
1177,6.60979736328125
1178,6.6174267578125
1179,6.62505615234375
1180,6.632685546875
1181,6.64031494140625
1182,6.6479443359375
1183,6.65557373046875
1184,6.663203125
1185,6.67083251953125
1186,6.6784619140625
1187,6.68609130859375
1188,6.693720703125
1189,6.70135009765625
1190,6.7089794921875
1191,6.71660888671875
1192,6.72423828125
1193,6.73186767578125
1194,6.7394970703125
1195,6.74712646484375
1196,6.754755859375
1197,6.76238525390625
1198,6.7700146484375
1199,6.77764404296875
1200,6.7852734375
1201,6.79290283203125
1202,6.8005322265625
1203,6.80816162109375
1204,6.815791015625
1205,6.82342041015625
1206,6.8310498046875
1207,6.83867919921875
1208,6.84630859375
1209,6.85393798828125
1210,6.8615673828125
1211,6.86919677734375
1212,6.876826171875
1213,6.88445556640625
1214,6.8920849609375
1215,6.89971435546875
1216,6.90734375
1217,6.91497314453125
1218,6.9226025390625
1219,6.93023193359375
1220,6.937861328125
1221,6.94549072265625
1222,6.9531201171875
1223,6.96074951171875
1224,6.96837890625
1225,6.97600830078125
1226,6.9836376953125
1227,6.99126708984375
1228,6.998896484375
1229,7.00652587890625
1230,7.0141552734375
1231,7.02178466796875
1232,7.0294140625
1233,7.03704345703125
1234,7.0446728515625
1235,7.05230224609375
1236,7.059931640625
1237,7.06756103515625
1238,7.0751904296875
1239,7.08281982421875
1240,7.09044921875
1241,7.09807861328125
1242,7.1057080078125
1243,7.11333740234375
1244,7.120966796875
1245,7.12859619140625
1246,7.1362255859375
1247,7.14385498046875
1248,7.151484375
1249,7.15911376953125
1250,7.1667431640625
1251,7.17437255859375
1252,7.182001953125
1253,7.18963134765625
1254,7.1972607421875
1255,7.20489013671875
1256,7.21251953125
1257,7.22014892578125
1258,7.2277783203125
1259,7.23540771484375
1260,7.243037109375
1261,7.25066650390625
1262,7.2582958984375
1263,7.26592529296875
1264,7.2735546875
1265,7.28118408203125
1266,7.2888134765625
1267,7.29644287109375
1268,7.304072265625
1269,7.31170166015625
1270,7.3193310546875
1271,7.32696044921875
1272,7.33458984375
1273,7.34221923828125
1274,7.3498486328125
1275,7.35747802734375
1276,7.365107421875
1277,7.37273681640625
1278,7.3803662109375
1279,7.38799560546875
1280,7.395625
1281,7.40325439453125
1282,7.4108837890625
1283,7.41851318359375
1284,7.426142578125
1285,7.43377197265625
1286,7.4414013671875
1287,7.44903076171875
1288,7.45666015625
1289,7.46428955078125
1290,7.4719189453125
1291,7.47954833984375
1292,7.487177734375
1293,7.49480712890625
1294,7.5024365234375
1295,7.51006591796875
1296,7.5176953125
1297,7.52532470703125
1298,7.5329541015625
1299,7.54058349609375
1300,7.548212890625
1301,7.55584228515625
1302,7.5634716796875
1303,7.57110107421875
1304,7.57873046875
1305,7.58635986328125
1306,7.5939892578125
1307,7.60161865234375
1308,7.609248046875
1309,7.61687744140625
1310,7.6245068359375
1311,7.63213623046875
1312,7.639765625
1313,7.64739501953125
1314,7.6550244140625
1315,7.66265380859375
1316,7.670283203125
1317,7.67791259765625
1318,7.6855419921875
1319,7.69317138671875
1320,7.70080078125
1321,7.70843017578125
1322,7.7160595703125
1323,7.72368896484375
1324,7.731318359375
1325,7.73894775390625
1326,7.7465771484375
1327,7.75420654296875
1328,7.7618359375
1329,7.76946533203125
1330,7.7770947265625
1331,7.78472412109375
1332,7.792353515625
1333,7.79998291015625
1334,7.8076123046875
1335,7.81524169921875
1336,7.82287109375
1337,7.83050048828125
