,ka
1251,3.65662353515625
1252,3.661201171875
1253,3.66577880859375
1254,3.6703564453125
1255,3.67493408203125
1256,3.67951171875
1257,3.68408935546875
1258,3.6886669921875
1259,3.69324462890625
1260,3.697822265625
1261,3.70239990234375
1262,3.7069775390625
1263,3.71155517578125
1264,3.7161328125
1265,3.72071044921875
1266,3.7252880859375
1267,3.72986572265625
1268,3.734443359375
1269,3.73902099609375
1270,3.7435986328125
1271,3.74817626953125
1272,3.75275390625
1273,3.75733154296875
1274,3.7619091796875
1275,3.76648681640625
1276,3.771064453125
1277,3.77564208984375
1278,3.7802197265625
1279,3.78479736328125
1280,3.789375
1281,3.79395263671875
1282,3.7985302734375
1283,3.80310791015625
1284,3.807685546875
1285,3.81226318359375
1286,3.8168408203125
1287,3.82141845703125
1288,3.82599609375
1289,3.83057373046875
1290,3.8351513671875
1291,3.83972900390625
1292,3.844306640625
1293,3.84888427734375
1294,3.8534619140625
1295,3.85803955078125
1296,3.8626171875
1297,3.86719482421875
1298,3.8717724609375
1299,3.87635009765625
1300,3.880927734375
1301,3.88550537109375
1302,3.8900830078125
1303,3.89466064453125
1304,3.89923828125
1305,3.90381591796875
1306,3.9083935546875
1307,3.91297119140625
1308,3.917548828125
1309,3.92212646484375
1310,3.9267041015625
1311,3.93128173828125
1312,3.935859375
1313,3.94043701171875
1314,3.9450146484375
1315,3.94959228515625
1316,3.954169921875
1317,3.95874755859375
1318,3.9633251953125
1319,3.96790283203125
1320,3.97248046875
1321,3.97705810546875
1322,3.9816357421875
1323,3.98621337890625
1324,3.990791015625
1325,3.99536865234375
1326,3.9999462890625
1327,4.00452392578125
1328,4.0091015625
1329,4.01367919921875
1330,4.0182568359375
1331,4.02283447265625
1332,4.027412109375
1333,4.03198974609375
1334,4.0365673828125
1335,4.04114501953125
1336,4.04572265625
1337,4.05030029296875
1338,4.0548779296875
1339,4.05945556640625
1340,4.064033203125
1341,4.06861083984375
1342,4.0731884765625
1343,4.07776611328125
1344,4.08234375
1345,4.08692138671875
1346,4.0914990234375
1347,4.09607666015625
1348,4.100654296875
1349,4.10523193359375
1350,4.1098095703125
1351,4.11438720703125
1352,4.11896484375
1353,4.12354248046875
1354,4.1281201171875
1355,4.13269775390625
1356,4.137275390625
1357,4.14185302734375
1358,4.1464306640625
1359,4.15100830078125
1360,4.1555859375
1361,4.16016357421875
1362,4.1647412109375
1363,4.16931884765625
1364,4.173896484375
1365,4.17847412109375
1366,4.1830517578125
1367,4.18762939453125
1368,4.19220703125
1369,4.19678466796875
1370,4.2013623046875
1371,4.20593994140625
1372,4.210517578125
1373,4.21509521484375
1374,4.2196728515625
1375,4.22425048828125
1376,4.228828125
1377,4.23340576171875
1378,4.2379833984375
1379,4.24256103515625
1380,4.247138671875
1381,4.25171630859375
1382,4.2562939453125
1383,4.26087158203125
1384,4.26544921875
1385,4.27002685546875
1386,4.2746044921875
1387,4.27918212890625
1388,4.283759765625
1389,4.28833740234375
1390,4.2929150390625
1391,4.29749267578125
1392,4.3020703125
1393,4.30664794921875
1394,4.3112255859375
1395,4.31580322265625
1396,4.320380859375
1397,4.32495849609375
1398,4.3295361328125
1399,4.33411376953125
1400,4.33869140625
1401,4.34326904296875
1402,4.3478466796875
1403,4.35242431640625
1404,4.357001953125
1405,4.36157958984375
1406,4.3661572265625
1407,4.37073486328125
1408,4.3753125
1409,4.37989013671875
1410,4.3844677734375
1411,4.38904541015625
1412,4.393623046875
1413,4.39820068359375
1414,4.4027783203125
1415,4.40735595703125
1416,4.41193359375
1417,4.41651123046875
1418,4.4210888671875
1419,4.42566650390625
1420,4.430244140625
1421,4.43482177734375
1422,4.4393994140625
1423,4.44397705078125
1424,4.4485546875
1425,4.45313232421875
1426,4.4577099609375
1427,4.46228759765625
1428,4.466865234375
1429,4.47144287109375
1430,4.4760205078125
1431,4.48059814453125
1432,4.48517578125
1433,4.48975341796875
1434,4.4943310546875
1435,4.49890869140625
1436,4.503486328125
1437,4.50806396484375
1438,4.5126416015625
1439,4.51721923828125
1440,4.521796875
1441,4.52637451171875
1442,4.5309521484375
1443,4.53552978515625
1444,4.540107421875
1445,4.54468505859375
1446,4.5492626953125
1447,4.55384033203125
1448,4.55841796875
1449,4.56299560546875
1450,4.5675732421875
1451,4.57215087890625
1452,4.576728515625
1453,4.58130615234375
1454,4.5858837890625
1455,4.59046142578125
1456,4.5950390625
1457,4.59961669921875
1458,4.6041943359375
1459,4.60877197265625
1460,4.613349609375
1461,4.61792724609375
1462,4.6225048828125
1463,4.62708251953125
1464,4.63166015625
1465,4.63623779296875
1466,4.6408154296875
1467,4.64539306640625
1468,4.649970703125
1469,4.65454833984375
1470,4.6591259765625
1471,4.66370361328125
1472,4.66828125
1473,4.67285888671875
1474,4.6774365234375
1475,4.68201416015625
1476,4.686591796875
1477,4.69116943359375
1478,4.6957470703125
1479,4.70032470703125
1480,4.70490234375
1481,4.70947998046875
1482,4.7140576171875
1483,4.71863525390625
1484,4.723212890625
1485,4.72779052734375
1486,4.7323681640625
1487,4.73694580078125
1488,4.7415234375
1489,4.74610107421875
1490,4.7506787109375
1491,4.75525634765625
1492,4.759833984375
1493,4.76441162109375
1494,4.7689892578125
1495,4.77356689453125
1496,4.77814453125
1497,4.78272216796875
1498,4.7872998046875
1499,4.79187744140625
1500,4.796455078125
1501,4.80103271484375
1502,4.8056103515625
1503,4.81018798828125
1504,4.814765625
1505,4.81934326171875
1506,4.8239208984375
1507,4.82849853515625
1508,4.833076171875
1509,4.83765380859375
1510,4.8422314453125
1511,4.84680908203125
1512,4.85138671875
1513,4.85596435546875
1514,4.8605419921875
1515,4.86511962890625
1516,4.869697265625
1517,4.87427490234375
1518,4.8788525390625
1519,4.88343017578125
1520,4.8880078125
1521,4.89258544921875
1522,4.8971630859375
1523,4.90174072265625
1524,4.906318359375
1525,4.91089599609375
1526,4.9154736328125
1527,4.92005126953125
1528,4.92462890625
1529,4.92920654296875
1530,4.9337841796875
1531,4.93836181640625
1532,4.942939453125
1533,4.94751708984375
1534,4.9520947265625
1535,4.95667236328125
1536,4.96125
1537,4.96582763671875
1538,4.9704052734375
1539,4.97498291015625
1540,4.979560546875
1541,4.98413818359375
1542,4.9887158203125
1543,4.99329345703125
1544,4.99787109375
1545,5.00244873046875
1546,5.0070263671875
1547,5.01160400390625
1548,5.016181640625
1549,5.02075927734375
1550,5.0253369140625
1551,5.02991455078125
1552,5.0344921875
1553,5.03906982421875
1554,5.0436474609375
1555,5.04822509765625
1556,5.052802734375
1557,5.05738037109375
1558,5.0619580078125
1559,5.06653564453125
1560,5.07111328125
1561,5.07569091796875
1562,5.0802685546875
1563,5.08484619140625
1564,5.089423828125
1565,5.09400146484375
1566,5.0985791015625
1567,5.10315673828125
1568,5.107734375
1569,5.11231201171875
1570,5.1168896484375
1571,5.12146728515625
1572,5.126044921875
1573,5.13062255859375
1574,5.1352001953125
1575,5.13977783203125
1576,5.14435546875
1577,5.14893310546875
1578,5.1535107421875
1579,5.15808837890625
1580,5.162666015625
1581,5.16724365234375
1582,5.1718212890625
1583,5.17639892578125
1584,5.1809765625
1585,5.18555419921875
1586,5.1901318359375
1587,5.19470947265625
1588,5.199287109375
1589,5.20386474609375
1590,5.2084423828125
1591,5.21302001953125
1592,5.21759765625
1593,5.22217529296875
1594,5.2267529296875
1595,5.23133056640625
1596,5.235908203125
1597,5.24048583984375
1598,5.2450634765625
1599,5.24964111328125
1600,5.25421875
1601,5.25879638671875
1602,5.2633740234375
1603,5.26795166015625
1604,5.272529296875
1605,5.27710693359375
1606,5.2816845703125
1607,5.28626220703125
1608,5.29083984375
1609,5.29541748046875
1610,5.2999951171875
1611,5.30457275390625
1612,5.309150390625
1613,5.31372802734375
1614,5.3183056640625
1615,5.32288330078125
1616,5.3274609375
1617,5.33203857421875
1618,5.3366162109375
1619,5.34119384765625
1620,5.345771484375
1621,5.35034912109375
1622,5.3549267578125
1623,5.35950439453125
1624,5.36408203125
1625,5.36865966796875
1626,5.3732373046875
1627,5.37781494140625
1628,5.382392578125
1629,5.38697021484375
1630,5.3915478515625
1631,5.39612548828125
1632,5.400703125
1633,5.40528076171875
1634,5.4098583984375
1635,5.41443603515625
1636,5.419013671875
1637,5.42359130859375
1638,5.4281689453125
1639,5.43274658203125
1640,5.43732421875
1641,5.44190185546875
1642,5.4464794921875
1643,5.45105712890625
1644,5.455634765625
1645,5.46021240234375
1646,5.4647900390625
1647,5.46936767578125
1648,5.4739453125
1649,5.47852294921875
1650,5.4831005859375
1651,5.48767822265625
1652,5.492255859375
1653,5.49683349609375
1654,5.5014111328125
1655,5.50598876953125
1656,5.51056640625
1657,5.51514404296875
1658,5.5197216796875
1659,5.52429931640625
1660,5.528876953125
1661,5.53345458984375
1662,5.5380322265625
1663,5.54260986328125
1664,5.5471875
1665,5.55176513671875
1666,5.5563427734375
1667,5.56092041015625
1668,5.565498046875
1669,5.57007568359375
1670,5.5746533203125
1671,5.57923095703125
1672,5.58380859375
1673,5.58838623046875
1674,5.5929638671875
1675,5.59754150390625
1676,5.602119140625
1677,5.60669677734375
1678,5.6112744140625
1679,5.61585205078125
1680,5.6204296875
1681,5.62500732421875
1682,5.6295849609375
1683,5.63416259765625
1684,5.638740234375
1685,5.64331787109375
1686,5.6478955078125
1687,5.65247314453125
1688,5.65705078125
1689,5.66162841796875
1690,5.6662060546875
1691,5.67078369140625
1692,5.675361328125
1693,5.67993896484375
1694,5.6845166015625
1695,5.68909423828125
1696,5.693671875
1697,5.69824951171875
1698,5.7028271484375
1699,5.70740478515625
1700,5.711982421875
1701,5.71656005859375
1702,5.7211376953125
1703,5.72571533203125
1704,5.73029296875
1705,5.73487060546875
1706,5.7394482421875
1707,5.74402587890625
1708,5.748603515625
1709,5.75318115234375
1710,5.7577587890625
1711,5.76233642578125
1712,5.7669140625
1713,5.77149169921875
1714,5.7760693359375
1715,5.78064697265625
1716,5.785224609375
1717,5.78980224609375
1718,5.7943798828125
1719,5.79895751953125
1720,5.80353515625
1721,5.80811279296875
1722,5.8126904296875
1723,5.81726806640625
1724,5.821845703125
1725,5.82642333984375
1726,5.8310009765625
1727,5.83557861328125
1728,5.84015625
1729,5.84473388671875
1730,5.8493115234375
1731,5.85388916015625
1732,5.858466796875
1733,5.86304443359375
1734,5.8676220703125
1735,5.87219970703125
1736,5.87677734375
1737,5.88135498046875
1738,5.8859326171875
1739,5.89051025390625
1740,5.895087890625
1741,5.89966552734375
1742,5.9042431640625
1743,5.90882080078125
1744,5.9133984375
1745,5.91797607421875
1746,5.9225537109375
1747,5.92713134765625
1748,5.931708984375
1749,5.93628662109375
1750,5.9408642578125
1751,5.94544189453125
1752,5.95001953125
1753,5.95459716796875
1754,5.9591748046875
1755,5.96375244140625
1756,5.968330078125
1757,5.97290771484375
1758,5.9774853515625
1759,5.98206298828125
1760,5.986640625
1761,5.99121826171875
1762,5.9957958984375
1763,6.00037353515625
1764,6.004951171875
1765,6.00952880859375
1766,6.0141064453125
1767,6.01868408203125
1768,6.02326171875
1769,6.02783935546875
1770,6.0324169921875
1771,6.03699462890625
1772,6.041572265625
1773,6.04614990234375
1774,6.0507275390625
1775,6.05530517578125
1776,6.0598828125
1777,6.06446044921875
1778,6.0690380859375
1779,6.07361572265625
1780,6.078193359375
1781,6.08277099609375
1782,6.0873486328125
1783,6.09192626953125
1784,6.09650390625
1785,6.10108154296875
1786,6.1056591796875
1787,6.11023681640625
1788,6.114814453125
1789,6.11939208984375
1790,6.1239697265625
1791,6.12854736328125
1792,6.133125
1793,6.13770263671875
1794,6.1422802734375
1795,6.14685791015625
1796,6.151435546875
1797,6.15601318359375
1798,6.1605908203125
1799,6.16516845703125
1800,6.16974609375
1801,6.17432373046875
1802,6.1789013671875
1803,6.18347900390625
1804,6.188056640625
1805,6.19263427734375
1806,6.1972119140625
1807,6.20178955078125
1808,6.2063671875
1809,6.21094482421875
1810,6.2155224609375
1811,6.22010009765625
1812,6.224677734375
1813,6.22925537109375
1814,6.2338330078125
1815,6.23841064453125
1816,6.24298828125
1817,6.24756591796875
1818,6.2521435546875
1819,6.25672119140625
1820,6.261298828125
1821,6.26587646484375
1822,6.2704541015625
1823,6.27503173828125
1824,6.279609375
1825,6.28418701171875
1826,6.2887646484375
1827,6.29334228515625
1828,6.297919921875
1829,6.30249755859375
1830,6.3070751953125
1831,6.31165283203125
1832,6.31623046875
1833,6.32080810546875
1834,6.3253857421875
1835,6.32996337890625
1836,6.334541015625
1837,6.33911865234375
1838,6.3436962890625
1839,6.34827392578125
1840,6.3528515625
1841,6.35742919921875
1842,6.3620068359375
1843,6.36658447265625
1844,6.371162109375
1845,6.37573974609375
1846,6.3803173828125
1847,6.38489501953125
1848,6.38947265625
1849,6.39405029296875
1850,6.3986279296875
1851,6.40320556640625
1852,6.407783203125
1853,6.41236083984375
1854,6.4169384765625
1855,6.42151611328125
1856,6.42609375
1857,6.43067138671875
1858,6.4352490234375
1859,6.43982666015625
1860,6.444404296875
1861,6.44898193359375
1862,6.4535595703125
1863,6.45813720703125
1864,6.46271484375
1865,6.46729248046875
1866,6.4718701171875
1867,6.47644775390625
1868,6.481025390625
1869,6.48560302734375
1870,6.4901806640625
1871,6.49475830078125
1872,6.4993359375
1873,6.50391357421875
1874,6.5084912109375
1875,6.51306884765625
1876,6.517646484375
1877,6.52222412109375
1878,6.5268017578125
1879,6.53137939453125
1880,6.53595703125
1881,6.54053466796875
1882,6.5451123046875
1883,6.54968994140625
1884,6.554267578125
1885,6.55884521484375
1886,6.5634228515625
1887,6.56800048828125
1888,6.572578125
1889,6.57715576171875
1890,6.5817333984375
1891,6.58631103515625
1892,6.590888671875
1893,6.59546630859375
1894,6.6000439453125
1895,6.60462158203125
1896,6.60919921875
1897,6.61377685546875
1898,6.6183544921875
1899,6.62293212890625
1900,6.627509765625
1901,6.63208740234375
1902,6.6366650390625
1903,6.64124267578125
1904,6.6458203125
1905,6.65039794921875
1906,6.6549755859375
1907,6.65955322265625
1908,6.664130859375
1909,6.66870849609375
1910,6.6732861328125
1911,6.67786376953125
1912,6.68244140625
1913,6.68701904296875
1914,6.6915966796875
1915,6.69617431640625
1916,6.700751953125
1917,6.70532958984375
1918,6.7099072265625
1919,6.71448486328125
1920,6.7190625
1921,6.72364013671875
1922,6.7282177734375
1923,6.73279541015625
1924,6.737373046875
1925,6.74195068359375
1926,6.7465283203125
1927,6.75110595703125
1928,6.75568359375
1929,6.76026123046875
1930,6.7648388671875
1931,6.76941650390625
1932,6.773994140625
1933,6.77857177734375
1934,6.7831494140625
1935,6.78772705078125
1936,6.7923046875
1937,6.79688232421875
1938,6.8014599609375
1939,6.80603759765625
1940,6.810615234375
1941,6.81519287109375
1942,6.8197705078125
1943,6.82434814453125
1944,6.82892578125
1945,6.83350341796875
1946,6.8380810546875
1947,6.84265869140625
1948,6.847236328125
1949,6.85181396484375
1950,6.8563916015625
1951,6.86096923828125
1952,6.865546875
1953,6.87012451171875
1954,6.8747021484375
1955,6.87927978515625
1956,6.883857421875
1957,6.88843505859375
1958,6.8930126953125
1959,6.89759033203125
1960,6.90216796875
1961,6.90674560546875
1962,6.9113232421875
1963,6.91590087890625
1964,6.920478515625
1965,6.92505615234375
1966,6.9296337890625
1967,6.93421142578125
1968,6.9387890625
1969,6.94336669921875
1970,6.9479443359375
1971,6.95252197265625
1972,6.957099609375
1973,6.96167724609375
1974,6.9662548828125
1975,6.97083251953125
1976,6.97541015625
1977,6.97998779296875
1978,6.9845654296875
1979,6.98914306640625
1980,6.993720703125
1981,6.99829833984375
1982,7.0028759765625
1983,7.00745361328125
1984,7.01203125
1985,7.01660888671875
1986,7.0211865234375
1987,7.02576416015625
1988,7.030341796875
1989,7.03491943359375
1990,7.0394970703125
1991,7.04407470703125
1992,7.04865234375
1993,7.05322998046875
1994,7.0578076171875
1995,7.06238525390625
1996,7.066962890625
1997,7.07154052734375
1998,7.0761181640625
1999,7.08069580078125
2000,7.0852734375
2001,7.08985107421875
2002,7.0944287109375
2003,7.09900634765625
2004,7.103583984375
2005,7.10816162109375
2006,7.1127392578125
2007,7.11731689453125
2008,7.12189453125
2009,7.12647216796875
2010,7.1310498046875
2011,7.13562744140625
2012,7.140205078125
2013,7.14478271484375
2014,7.1493603515625
2015,7.15393798828125
2016,7.158515625
2017,7.16309326171875
2018,7.1676708984375
2019,7.17224853515625
2020,7.176826171875
2021,7.18140380859375
2022,7.1859814453125
2023,7.19055908203125
2024,7.19513671875
2025,7.19971435546875
2026,7.2042919921875
2027,7.20886962890625
2028,7.213447265625
2029,7.21802490234375
2030,7.2226025390625
2031,7.22718017578125
2032,7.2317578125
2033,7.23633544921875
2034,7.2409130859375
2035,7.24549072265625
2036,7.250068359375
2037,7.25464599609375
2038,7.2592236328125
2039,7.26380126953125
2040,7.26837890625
2041,7.27295654296875
2042,7.2775341796875
2043,7.28211181640625
2044,7.286689453125
2045,7.29126708984375
2046,7.2958447265625
2047,7.30042236328125
2048,7.305
2049,7.30957763671875
2050,7.3141552734375
2051,7.31873291015625
2052,7.323310546875
2053,7.32788818359375
2054,7.3324658203125
2055,7.33704345703125
2056,7.34162109375
2057,7.34619873046875
2058,7.3507763671875
2059,7.35535400390625
2060,7.359931640625
2061,7.36450927734375
2062,7.3690869140625
2063,7.37366455078125
2064,7.3782421875
2065,7.38281982421875
2066,7.3873974609375
2067,7.39197509765625
2068,7.396552734375
2069,7.40113037109375
2070,7.4057080078125
2071,7.41028564453125
2072,7.41486328125
2073,7.41944091796875
2074,7.4240185546875
2075,7.42859619140625
2076,7.433173828125
2077,7.43775146484375
2078,7.4423291015625
2079,7.44690673828125
2080,7.451484375
2081,7.45606201171875
2082,7.4606396484375
2083,7.46521728515625
2084,7.469794921875
2085,7.47437255859375
2086,7.4789501953125
2087,7.48352783203125
2088,7.48810546875
2089,7.49268310546875
2090,7.4972607421875
2091,7.50183837890625
2092,7.506416015625
2093,7.51099365234375
2094,7.5155712890625
2095,7.52014892578125
2096,7.5247265625
2097,7.52930419921875
2098,7.5338818359375
2099,7.53845947265625
2100,7.543037109375
2101,7.54761474609375
2102,7.5521923828125
2103,7.55677001953125
2104,7.56134765625
2105,7.56592529296875
2106,7.5705029296875
2107,7.57508056640625
2108,7.579658203125
2109,7.58423583984375
2110,7.5888134765625
2111,7.59339111328125
2112,7.59796875
2113,7.60254638671875
2114,7.6071240234375
2115,7.61170166015625
2116,7.616279296875
2117,7.62085693359375
2118,7.6254345703125
2119,7.63001220703125
2120,7.63458984375
2121,7.63916748046875
2122,7.6437451171875
2123,7.64832275390625
2124,7.652900390625
2125,7.65747802734375
2126,7.6620556640625
2127,7.66663330078125
2128,7.6712109375
2129,7.67578857421875
2130,7.6803662109375
2131,7.68494384765625
2132,7.689521484375
2133,7.69409912109375
2134,7.6986767578125
2135,7.70325439453125
2136,7.70783203125
2137,7.71240966796875
2138,7.7169873046875
2139,7.72156494140625
2140,7.726142578125
2141,7.73072021484375
2142,7.7352978515625
2143,7.73987548828125
2144,7.744453125
2145,7.74903076171875
2146,7.7536083984375
2147,7.75818603515625
2148,7.762763671875
2149,7.76734130859375
2150,7.7719189453125
2151,7.77649658203125
2152,7.78107421875
2153,7.78565185546875
2154,7.7902294921875
2155,7.79480712890625
2156,7.799384765625
2157,7.80396240234375
2158,7.8085400390625
2159,7.81311767578125
2160,7.8176953125
2161,7.82227294921875
2162,7.8268505859375
2163,7.83142822265625
2164,7.836005859375
2165,7.84058349609375
2166,7.8451611328125
2167,7.84973876953125
2168,7.85431640625
2169,7.85889404296875
2170,7.8634716796875
2171,7.86804931640625
2172,7.872626953125
2173,7.87720458984375
2174,7.8817822265625
2175,7.88635986328125
2176,7.8909375
2177,7.89551513671875
2178,7.9000927734375
2179,7.90467041015625
2180,7.909248046875
2181,7.91382568359375
2182,7.9184033203125
2183,7.92298095703125
2184,7.92755859375
2185,7.93213623046875
2186,7.9367138671875
2187,7.94129150390625
2188,7.945869140625
2189,7.95044677734375
2190,7.9550244140625
2191,7.95960205078125
2192,7.9641796875
2193,7.96875732421875
2194,7.9733349609375
2195,7.97791259765625
2196,7.982490234375
2197,7.98706787109375
2198,7.9916455078125
2199,7.99622314453125
2200,8.00080078125
2201,8.00537841796875
2202,8.0099560546875
2203,8.01453369140625
2204,8.019111328125
2205,8.02368896484375
2206,8.0282666015625
2207,8.03284423828125
2208,8.037421875
2209,8.04199951171875
2210,8.0465771484375
2211,8.05115478515625
2212,8.055732421875
2213,8.06031005859375
2214,8.0648876953125
2215,8.06946533203125
2216,8.07404296875
2217,8.07862060546875
2218,8.0831982421875
2219,8.08777587890625
2220,8.092353515625
2221,8.09693115234375
2222,8.1015087890625
2223,8.10608642578125
2224,8.1106640625
2225,8.11524169921875
2226,8.1198193359375
2227,8.12439697265625
2228,8.128974609375
2229,8.13355224609375
2230,8.1381298828125
2231,8.14270751953125
2232,8.14728515625
2233,8.15186279296875
2234,8.1564404296875
2235,8.16101806640625
2236,8.165595703125
2237,8.17017333984375
2238,8.1747509765625
2239,8.17932861328125
2240,8.18390625
2241,8.18848388671875
2242,8.1930615234375
2243,8.19763916015625
2244,8.202216796875
2245,8.20679443359375
2246,8.2113720703125
2247,8.21594970703125
2248,8.22052734375
2249,8.22510498046875
2250,8.2296826171875
2251,8.23426025390625
2252,8.238837890625
2253,8.24341552734375
2254,8.2479931640625
2255,8.25257080078125
2256,8.2571484375
2257,8.26172607421875
2258,8.2663037109375
2259,8.27088134765625
2260,8.275458984375
2261,8.28003662109375
2262,8.2846142578125
2263,8.28919189453125
2264,8.29376953125
2265,8.29834716796875
2266,8.3029248046875
2267,8.30750244140625
2268,8.312080078125
2269,8.31665771484375
2270,8.3212353515625
2271,8.32581298828125
2272,8.330390625
2273,8.33496826171875
2274,8.3395458984375
2275,8.34412353515625
2276,8.348701171875
2277,8.35327880859375
2278,8.3578564453125
2279,8.36243408203125
2280,8.36701171875
2281,8.37158935546875
2282,8.3761669921875
2283,8.38074462890625
2284,8.385322265625
2285,8.38989990234375
2286,8.3944775390625
2287,8.39905517578125
2288,8.4036328125
2289,8.40821044921875
2290,8.4127880859375
2291,8.41736572265625
2292,8.421943359375
2293,8.42652099609375
2294,8.4310986328125
2295,8.43567626953125
2296,8.44025390625
2297,8.44483154296875
2298,8.4494091796875
2299,8.45398681640625
2300,8.458564453125
2301,8.46314208984375
2302,8.4677197265625
2303,8.47229736328125
2304,8.476875
2305,8.48145263671875
2306,8.4860302734375
2307,8.49060791015625
2308,8.495185546875
2309,8.49976318359375
2310,8.5043408203125
2311,8.50891845703125
2312,8.51349609375
2313,8.51807373046875
2314,8.5226513671875
2315,8.52722900390625
2316,8.531806640625
2317,8.53638427734375
2318,8.5409619140625
2319,8.54553955078125
2320,8.5501171875
2321,8.55469482421875
2322,8.5592724609375
2323,8.56385009765625
2324,8.568427734375
2325,8.57300537109375
2326,8.5775830078125
2327,8.58216064453125
2328,8.58673828125
2329,8.59131591796875
2330,8.5958935546875
2331,8.60047119140625
2332,8.605048828125
2333,8.60962646484375
2334,8.6142041015625
2335,8.61878173828125
2336,8.623359375
2337,8.62793701171875
2338,8.6325146484375
2339,8.63709228515625
2340,8.641669921875
2341,8.64624755859375
2342,8.6508251953125
2343,8.65540283203125
2344,8.65998046875
2345,8.66455810546875
2346,8.6691357421875
2347,8.67371337890625
2348,8.678291015625
2349,8.68286865234375
2350,8.6874462890625
2351,8.69202392578125
2352,8.6966015625
2353,8.70117919921875
2354,8.7057568359375
2355,8.71033447265625
2356,8.714912109375
2357,8.71948974609375
2358,8.7240673828125
2359,8.72864501953125
2360,8.73322265625
2361,8.73780029296875
2362,8.7423779296875
2363,8.74695556640625
2364,8.751533203125
2365,8.75611083984375
2366,8.7606884765625
2367,8.76526611328125
2368,8.76984375
2369,8.77442138671875
2370,8.7789990234375
2371,8.78357666015625
2372,8.788154296875
2373,8.79273193359375
2374,8.7973095703125
2375,8.80188720703125
2376,8.80646484375
2377,8.81104248046875
2378,8.8156201171875
2379,8.82019775390625
2380,8.824775390625
2381,8.82935302734375
2382,8.8339306640625
2383,8.83850830078125
2384,8.8430859375
2385,8.84766357421875
2386,8.8522412109375
2387,8.85681884765625
2388,8.861396484375
2389,8.86597412109375
2390,8.8705517578125
2391,8.87512939453125
2392,8.87970703125
2393,8.88428466796875
2394,8.8888623046875
2395,8.89343994140625
2396,8.898017578125
2397,8.90259521484375
2398,8.9071728515625
2399,8.91175048828125
2400,8.916328125
2401,8.92090576171875
2402,8.9254833984375
2403,8.93006103515625
2404,8.934638671875
2405,8.93921630859375
2406,8.9437939453125
2407,8.94837158203125
2408,8.95294921875
2409,8.95752685546875
2410,8.9621044921875
2411,8.96668212890625
2412,8.971259765625
2413,8.97583740234375
2414,8.9804150390625
2415,8.98499267578125
2416,8.9895703125
2417,8.99414794921875
2418,8.9987255859375
2419,9.00330322265625
2420,9.007880859375
2421,9.01245849609375
2422,9.0170361328125
2423,9.02161376953125
2424,9.02619140625
2425,9.03076904296875
2426,9.0353466796875
2427,9.03992431640625
2428,9.044501953125
2429,9.04907958984375
2430,9.0536572265625
2431,9.05823486328125
2432,9.0628125
2433,9.06739013671875
2434,9.0719677734375
2435,9.07654541015625
2436,9.081123046875
2437,9.08570068359375
2438,9.0902783203125
2439,9.09485595703125
2440,9.09943359375
2441,9.10401123046875
2442,9.1085888671875
2443,9.11316650390625
2444,9.117744140625
2445,9.12232177734375
2446,9.1268994140625
2447,9.13147705078125
2448,9.1360546875
2449,9.14063232421875
2450,9.1452099609375
2451,9.14978759765625
2452,9.154365234375
2453,9.15894287109375
2454,9.1635205078125
2455,9.16809814453125
2456,9.17267578125
2457,9.17725341796875
2458,9.1818310546875
2459,9.18640869140625
2460,9.190986328125
2461,9.19556396484375
2462,9.2001416015625
2463,9.20471923828125
2464,9.209296875
2465,9.21387451171875
2466,9.2184521484375
2467,9.22302978515625
2468,9.227607421875
2469,9.23218505859375
2470,9.2367626953125
2471,9.24134033203125
2472,9.24591796875
2473,9.25049560546875
2474,9.2550732421875
2475,9.25965087890625
2476,9.264228515625
2477,9.26880615234375
2478,9.2733837890625
2479,9.27796142578125
2480,9.2825390625
2481,9.28711669921875
2482,9.2916943359375
2483,9.29627197265625
2484,9.300849609375
2485,9.30542724609375
2486,9.3100048828125
2487,9.31458251953125
2488,9.31916015625
2489,9.32373779296875
2490,9.3283154296875
2491,9.33289306640625
2492,9.337470703125
2493,9.34204833984375
2494,9.3466259765625
2495,9.35120361328125
2496,9.35578125
2497,9.36035888671875
2498,9.3649365234375
2499,9.36951416015625
2500,9.374091796875
2501,9.37866943359375
2502,9.3832470703125
2503,9.38782470703125
2504,9.39240234375
2505,9.39697998046875
2506,9.4015576171875
2507,9.40613525390625
2508,9.410712890625
2509,9.41529052734375
2510,9.4198681640625
2511,9.42444580078125
2512,9.4290234375
2513,9.43360107421875
2514,9.4381787109375
2515,9.44275634765625
2516,9.447333984375
2517,9.45191162109375
2518,9.4564892578125
2519,9.46106689453125
2520,9.46564453125
2521,9.47022216796875
2522,9.4747998046875
2523,9.47937744140625
2524,9.483955078125
2525,9.48853271484375
2526,9.4931103515625
2527,9.49768798828125
2528,9.502265625
2529,9.50684326171875
2530,9.5114208984375
2531,9.51599853515625
2532,9.520576171875
2533,9.52515380859375
2534,9.5297314453125
2535,9.53430908203125
2536,9.53888671875
2537,9.54346435546875
2538,9.5480419921875
2539,9.55261962890625
2540,9.557197265625
2541,9.56177490234375
2542,9.5663525390625
2543,9.57093017578125
2544,9.5755078125
2545,9.58008544921875
2546,9.5846630859375
2547,9.58924072265625
2548,9.593818359375
2549,9.59839599609375
2550,9.6029736328125
2551,9.60755126953125
2552,9.61212890625
2553,9.61670654296875
2554,9.6212841796875
2555,9.62586181640625
2556,9.630439453125
